fips,name,state,bryant17_county,main_source_of_generation_2016,electricity_demand_twh_2016,n_powerplants_2016,solar_generation_mwh_2016,solar_generation_mwh_2018
28071,Lafayette County,MS,0,HYDRO,0,7,11057,19491
28073,Lamar County,MS,0,HYDRO,2,7,11021,19558
28075,Lauderdale County,MS,0,HYDRO,3,7,11052,20317
28077,Lawrence County,MS,0,HYDRO,2,8,11493,20749
28079,Leake County,MS,0,HYDRO,1,9,10358,18969
28081,Lee County,MS,0,HYDRO,4,9,11124,20145
28083,Leflore County,MS,0,HYDRO,1,7,10260,18836
28085,Lincoln County,MS,0,HYDRO,1,8,9805,18388
28087,Lowndes County,MS,0,HYDRO,1,7,10642,19885
28089,Madison County,MS,0,HYDRO,4,7,10336,19380
28091,Marion County,MS,0,HYDRO,3,7,11065,19936
28093,Marshall County,MS,0,HYDRO,1,9,10529,20333
28095,Monroe County,MS,0,HYDRO,2,9,10937,19372
28097,Montgomery County,MS,0,HYDRO,4,7,11099,20685
28099,Neshoba County,MS,0,HYDRO,1,7,11919,20584
28101,Newton County,MS,1,HYDRO,0,10,11359,19808
28103,Noxubee County,MS,1,HYDRO,1,9,10655,19684
28105,Oktibbeha County,MS,1,HYDRO,2,10,10563,20235
28107,Panola County,MS,1,HYDRO,3,9,10247,18861
28109,Pearl River County,MS,1,HYDRO,0,9,11335,20527.5
28111,Perry County,MS,1,HYDRO,1,8,11512,21195
28113,Pike County,MS,1,HYDRO,2,9,11320,20639
28115,Pontotoc County,MS,1,HYDRO,3,9,10207,18959
28117,Prentiss County,MS,1,HYDRO,2,8,11309,20949
28119,Quitman County,MS,1,HYDRO,1,9,11826,21319
28121,Rankin County,MS,1,HYDRO,3,7,11026,21038.6
28123,Scott County,MS,1,HYDRO,2,9,10834,19743
28125,Sharkey County,MS,1,HYDRO,1,10,10196,20378
28127,Simpson County,MS,1,HYDRO,2,10,11000,21139
28129,Smith County,MS,1,HYDRO,2,10,11028,19171
28131,Stone County,MS,1,HYDRO,2,10,10413,19322
28133,Sunflower County,MS,1,HYDRO,2,8,10524,20123
28135,Tallahatchie County,MS,1,HYDRO,1,11,11597,20615
28137,Tate County,MS,1,HYDRO,2,8,10470,19861
28139,Tippah County,MS,1,HYDRO,1,8,10677,19438
28141,Tishomingo County,MS,1,HYDRO,2,10,10788,19605
28143,Tunica County,MS,1,HYDRO,2,10,11054,20612
28145,Union County,MS,1,HYDRO,3,9,10556,21243.4
28147,Walthall County,MS,1,HYDRO,3,9,11571,20614.199
28149,Warren County,MS,1,HYDRO,1,10,11008,21291
28151,Washington County,MS,1,HYDRO,3,11,10836,20455
28153,Wayne County,MS,1,HYDRO,0,10,10502,19723
28155,Webster County,MS,1,HYDRO,2,10,10920,20487
28157,Wilkinson County,MS,1,HYDRO,1,9,10827,20378
28159,Winston County,MS,1,HYDRO,3,10,11450,20182.6
28161,Yalobusha County,MS,1,HYDRO,1,10,10101,19730
28163,Yazoo County,MS,1,HYDRO,3,9,10318,19533.6
29001,Adair County,MO,0,COAL,3,7,10578,19701
29003,Andrew County,MO,0,COAL,2,7,11052,19920
29005,Atchison County,MO,0,COAL,2,6,9774,18580
29007,Audrain County,MO,0,COAL,2,8,11192,20346
29009,Barry County,MO,0,COAL,2,7,10995,20519
29011,Barton County,MO,0,COAL,1,7,10298,19702
29013,Bates County,MO,0,COAL,3,8,10854,19110
29015,Benton County,MO,0,COAL,1,6,10933,20313
29017,Bollinger County,MO,0,COAL,2,8,11487,21645
29019,Boone County,MO,0,COAL,2,7,11903,20428
29021,Buchanan County,MO,0,COAL,1,8,10271,18892
29023,Butler County,MO,0,COAL,0,8,10630,20185
29025,Caldwell County,MO,0,COAL,3,7,10984,20055
29027,Callaway County,MO,0,COAL,3,8,10525,19698
29029,Camden County,MO,0,COAL,4,6,11812,21899
29031,Cape Girardeau County,MO,0,COAL,1,10,9529,19698
29033,Carroll County,MO,0,COAL,2,9,11865,20802
29035,Carter County,MO,0,COAL,3,8,10064,19384
29037,Cass County,MO,0,COAL,3,8,11145,20824
29039,Cedar County,MO,0,COAL,1,9,11694,21945
29041,Chariton County,MO,0,COAL,1,8,11399,20870
29043,Christian County,MO,0,COAL,2,8,10698,19810
29045,Clark County,MO,0,COAL,2,7,11606,20459
29047,Clay County,MO,0,COAL,1,8,11061,20762
29049,Clinton County,MO,0,COAL,1,7,10095,19237
29051,Cole County,MO,0,COAL,2,10,11092,20317
29053,Cooper County,MO,0,COAL,1,7,11176,20399
29055,Crawford County,MO,0,COAL,2,9,10905,20558
29057,Dade County,MO,0,COAL,2,7,11449,20070
29059,Dallas County,MO,0,COAL,1,8,11139,20649
29061,Daviess County,MO,0,COAL,2,7,11377,20776
29063,DeKalb County,MO,0,COAL,3,8,10510,18795
29065,Dent County,MO,0,COAL,1,7,10321,19276
29067,Douglas County,MO,0,COAL,3,8,10690,19632
29069,Dunklin County,MO,0,COAL,2,7,11722,20694
29071,Franklin County,MO,0,COAL,2,9,11419,20411
29073,Gasconade County,MO,0,COAL,1,7,10847,19708
29075,Gentry County,MO,0,COAL,2,8,11248,20596
29077,Greene County,MO,0,COAL,2,8,11045,19999
29079,Grundy County,MO,0,COAL,2,7,11225,20214
29081,Harrison County,MO,0,COAL,1,7,10893,19326
29083,Henry County,MO,0,COAL,2,8,11273,20566
29085,Hickory County,MO,0,COAL,1,8,10480,19065
29087,Holt County,MO,0,COAL,2,8,9712,18509
29089,Howard County,MO,0,COAL,2,6,11246,20442
29091,Howell County,MO,0,COAL,3,6,11565,20726
29093,Iron County,MO,0,COAL,3,8,10902,19654
29095,Jackson County,MO,0,COAL,2,7,10407,20302
29097,Jasper County,MO,0,COAL,1,8,11869,19740
29099,Jefferson County,MO,0,COAL,2,9,10590,19712
29101,Johnson County,MO,1,COAL,1,10,10480,18793
29103,Knox County,MO,1,COAL,2,8,11915,20851
29105,Laclede County,MO,1,COAL,1,10,11272,19068
29107,Lafayette County,MO,1,COAL,2,10,10790,19106
29109,Lawrence County,MO,1,COAL,3,11,10500,18187.6
29111,Lewis County,MO,1,COAL,2,9,11405,19953
29113,Lincoln County,MO,1,COAL,0,10,11261,20427
29115,Linn County,MO,1,COAL,1,9,11151,20077
29117,Livingston County,MO,1,COAL,3,10,10850,18209.4
29119,McDonald County,MO,1,COAL,1,8,11645,19913
29121,Macon County,MO,1,COAL,3,10,11029,19127.801
29123,Madison County,MO,1,COAL,2,9,11068,19890
29125,Maries County,MO,1,COAL,1,9,10595,19110
29127,Marion County,MO,1,COAL,1,10,11117,19345
29129,Mercer County,MO,1,COAL,0,10,11188,20408
29131,Miller County,MO,1,COAL,1,9,10929,18517
29133,Mississippi County,MO,1,COAL,1,9,11150,20380
29135,Moniteau County,MO,1,COAL,2,10,11240,19586
29137,Monroe County,MO,1,COAL,2,9,11504,20797
29139,Montgomery County,MO,1,COAL,2,9,12015,20687
29141,Morgan County,MO,1,COAL,1,9,11082,18739
29143,New Madrid County,MO,1,COAL,1,11,11289,19996
29145,Newton County,MO,1,COAL,1,8,11199,19782
29147,Nodaway County,MO,1,COAL,2,10,10673,20073
29149,Oregon County,MO,1,COAL,1,9,10476,19130
29151,Osage County,MO,1,COAL,1,9,11346,19828
29153,Ozark County,MO,1,COAL,1,10,9933,18956
29155,Pemiscot County,MO,1,COAL,1,10,10165,19244
29157,Perry County,MO,1,COAL,3,10,11482,19697.6
29159,Pettis County,MO,1,COAL,1,10,10533,18614
29161,Phelps County,MO,1,COAL,1,9,10941,19624
29163,Pike County,MO,1,COAL,1,8,10451,18852
29165,Platte County,MO,1,COAL,2,10,11090,19077
29167,Polk County,MO,1,COAL,1,9,10648,19636
29169,Pulaski County,MO,1,COAL,1,9,11540,20577
29171,Putnam County,MO,1,COAL,2,11,11442,21190
29173,Ralls County,MO,1,COAL,1,9,10831,19863
29175,Randolph County,MO,1,COAL,2,10,11277,19628
29177,Ray County,MO,1,COAL,2,11,11202,19746
29179,Reynolds County,MO,1,COAL,1,10,11421,19815
29181,Ripley County,MO,1,COAL,1,8,11069,19202
29183,St. Charles County,MO,1,COAL,2,9,9972,18106
29185,St. Clair County,MO,1,COAL,2,8,10612,19046
29186,Ste. Genevieve County,MO,1,COAL,1,10,10647,19150
29187,St. Francois County,MO,1,COAL,2,10,10666,19760
29189,St. Louis County,MO,1,COAL,2,10,10659,19105
29195,Saline County,MO,1,COAL,4,9,11664,18908
29197,Schuyler County,MO,1,COAL,2,10,10884,19452
29199,Scotland County,MO,1,COAL,2,11,9361,17969
29201,Scott County,MO,0,COAL,2,5,10317,19853
29203,Shannon County,MO,0,COAL,2,7,10437,19277
29205,Shelby County,MO,0,COAL,2,7,11027,20812
29207,Stoddard County,MO,0,COAL,3,8,11619,20286
29209,Stone County,MO,0,COAL,2,7,10416,19421
29211,Sullivan County,MO,0,COAL,1,6,10728,19737
29213,Taney County,MO,0,COAL,3,8,10410,19716
29215,Texas County,MO,0,COAL,3,7,10876,19491
29217,Vernon County,MO,0,COAL,1,8,10506,19223
29219,Warren County,MO,0,COAL,1,7,11249,20273
29221,Washington County,MO,0,COAL,3,7,11414,21382
29223,Wayne County,MO,0,COAL,3,8,10889,20351
29225,Webster County,MO,0,COAL,2,8,11191,20275
29227,Worth County,MO,0,COAL,1,8,11060,20548
29229,Wright County,MO,0,COAL,1,8,11251,20570
29510,St. Louis city,MO,1,HYDRO,3,9,10743,20471.801
30001,Beaverhead County,MT,0,COAL,3,7,10708,19085
30003,Big Horn County,MT,0,COAL,0,9,10828,20298
30005,Blaine County,MT,0,COAL,1,8,11264,20615
30007,Broadwater County,MT,0,COAL,3,8,10146,19283
30009,Carbon County,MT,0,COAL,1,8,10570,19260
30011,Carter County,MT,0,COAL,1,7,11262,20878
30013,Cascade County,MT,0,COAL,3,7,11127,20144
30015,Chouteau County,MT,0,COAL,1,7,11761,21098
30017,Custer County,MT,0,COAL,1,8,10036,19673
30019,Daniels County,MT,0,COAL,1,9,10690,20001
30021,Dawson County,MT,0,COAL,2,8,10251,19144
30023,Deer Lodge County,MT,0,COAL,1,8,11231,20141
30025,Fallon County,MT,0,COAL,1,7,11683,21191
30027,Fergus County,MT,0,COAL,1,9,11330,20511
30029,Flathead County,MT,0,COAL,1,8,10761,20127
30031,Gallatin County,MT,0,COAL,2,7,11075,19940
30033,Garfield County,MT,0,COAL,0,8,10569,20259
30035,Glacier County,MT,0,COAL,3,7,10710,20119
30037,Golden Valley County,MT,0,COAL,2,8,10205,20238
30039,Granite County,MT,0,COAL,3,7,10019,18651
30041,Hill County,MT,0,COAL,3,6,10471,19620
30043,Jefferson County,MT,0,COAL,3,8,11410,20424
30045,Judith Basin County,MT,0,COAL,2,8,11106,20499
30047,Lake County,MT,0,COAL,2,9,10001,18544
30049,Lewis and Clark County,MT,0,COAL,2,8,10897,19595
30051,Liberty County,MT,0,COAL,1,9,11629,20644
30053,Lincoln County,MT,0,COAL,3,8,11062,20306
30055,McCone County,MT,0,COAL,3,9,10827,20074
30057,Madison County,MT,0,COAL,3,8,11864,21519
30059,Meagher County,MT,0,COAL,0,6,9989,18863
30061,Mineral County,MT,0,COAL,1,7,9978,18834
30063,Missoula County,MT,0,COAL,3,6,11352,19948
30065,Musselshell County,MT,0,COAL,2,8,10398,20152
30067,Park County,MT,0,COAL,3,7,10647,19996
30069,Petroleum County,MT,0,COAL,2,9,10700,20259
30071,Phillips County,MT,0,COAL,2,6,11028,20022
30073,Pondera County,MT,0,COAL,1,9,10563,20069
30075,Powder River County,MT,0,COAL,2,7,12092,21272
30077,Powell County,MT,0,COAL,0,9,11237,19849
30079,Prairie County,MT,0,COAL,3,9,11373,20485
30081,Ravalli County,MT,0,COAL,1,8,10673,20214
30083,Richland County,MT,0,COAL,0,7,11014,19826
30085,Roosevelt County,MT,0,COAL,1,8,10696,19935
30087,Rosebud County,MT,0,COAL,2,7,11319,21386
30089,Sanders County,MT,0,COAL,0,8,10519,20142
30091,Sheridan County,MT,0,COAL,2,6,10466,19033
30093,Silver Bow County,MT,0,COAL,3,7,10806,20336
30095,Stillwater County,MT,0,COAL,2,7,10426,19943
30097,Sweet Grass County,MT,0,COAL,2,6,10251,19355
30099,Teton County,MT,0,COAL,3,7,11355,20609
30101,Toole County,MT,1,COAL,3,11,11114,20469.801
30103,Treasure County,MT,1,COAL,2,8,11330,20025
30105,Valley County,MT,1,COAL,2,10,11434,20735
30107,Wheatland County,MT,1,COAL,0,10,10946,19122
30109,Wibaux County,MT,1,COAL,1,10,10435,19286
30111,Yellowstone County,MT,1,COAL,1,11,10373,18502
31001,Adams County,NE,0,COAL,0,8,11212,19640
31003,Antelope County,NE,0,COAL,1,6,10609,20163
31005,Arthur County,NE,0,COAL,3,7,10857,19841
31007,Banner County,NE,0,COAL,2,8,12259,20894
31009,Blaine County,NE,0,COAL,3,7,10828,20371
31011,Boone County,NE,0,COAL,0,8,11403,21095
31013,Box Butte County,NE,0,COAL,2,7,11940,21392
31015,Boyd County,NE,0,COAL,1,8,10874,20728
31017,Brown County,NE,0,COAL,4,7,10525,18940
31019,Buffalo County,NE,0,COAL,1,7,10231,19389
31021,Burt County,NE,0,COAL,2,7,10803,19733
31023,Butler County,NE,0,COAL,3,7,10935,19479
31025,Cass County,NE,0,COAL,3,7,10862,19607
31027,Cedar County,NE,0,COAL,1,7,10453,19986
31029,Chase County,NE,0,COAL,3,7,10625,20043
31031,Cherry County,NE,0,COAL,2,8,10368,19166
31033,Cheyenne County,NE,0,COAL,3,7,10850,20318
31035,Clay County,NE,0,COAL,3,8,10239,19339
31037,Colfax County,NE,0,COAL,0,6,9916,19021
31039,Cuming County,NE,0,COAL,2,5,11444,21013
31041,Custer County,NE,0,COAL,2,8,10472,20483
31043,Dakota County,NE,0,COAL,1,8,10541,19954
31045,Dawes County,NE,0,COAL,1,8,10738,19543
31047,Dawson County,NE,0,COAL,3,8,10463,20436
31049,Deuel County,NE,0,COAL,3,8,11977,21340
31051,Dixon County,NE,0,COAL,3,7,11764,21177
31053,Dodge County,NE,0,COAL,0,8,12180,21593
31055,Douglas County,NE,0,COAL,1,7,10969,20266
31057,Dundy County,NE,0,COAL,1,7,10841,20413
31059,Fillmore County,NE,0,COAL,2,5,11167,19538
31061,Franklin County,NE,0,COAL,2,7,11325,20981
31063,Frontier County,NE,0,COAL,2,8,11738,21575
31065,Furnas County,NE,0,COAL,1,7,11046,20193
31067,Gage County,NE,0,COAL,1,8,10685,19905
31069,Garden County,NE,0,COAL,2,7,11436,20362
31071,Garfield County,NE,0,COAL,2,8,10320,20074
31073,Gosper County,NE,0,COAL,4,7,10055,19791
31075,Grant County,NE,0,COAL,1,6,10841,19064
31077,Greeley County,NE,0,COAL,2,7,11063,19764
31079,Hall County,NE,0,COAL,3,8,11990,20953
31081,Hamilton County,NE,0,COAL,3,7,10236,19574
31083,Harlan County,NE,0,COAL,2,8,11042,19088
31085,Hayes County,NE,0,COAL,1,8,11308,20470
31087,Hitchcock County,NE,0,COAL,2,8,11373,21151
31089,Holt County,NE,0,COAL,2,8,11549,21017
31091,Hooker County,NE,0,COAL,3,7,10404,19711
31093,Howard County,NE,0,COAL,2,8,11001,20485
31095,Jefferson County,NE,0,COAL,3,6,10846,20280
31097,Johnson County,NE,0,COAL,1,7,10509,19016
31099,Kearney County,NE,0,COAL,1,7,10366,19496
31101,Keith County,NE,1,COAL,2,12,11051,20230
31103,Keya Paha County,NE,1,COAL,1,9,10391,18970
31105,Kimball County,NE,1,COAL,4,11,11053,18764.4
31107,Knox County,NE,1,COAL,3,9,10658,19425.4
31109,Lancaster County,NE,1,COAL,3,9,10235,18727.6
31111,Lincoln County,NE,1,COAL,2,10,10593,19031
31113,Logan County,NE,1,COAL,1,10,10909,18102
31115,Loup County,NE,1,COAL,0,9,10683,19444.5
31117,McPherson County,NE,1,COAL,2,8,11152,19358
31119,Madison County,NE,1,COAL,1,8,10752,18987
31121,Merrick County,NE,1,COAL,1,9,10182,18065
31123,Morrill County,NE,1,COAL,4,10,12129,21075.801
31125,Nance County,NE,1,COAL,3,10,10642,19829.6
31127,Nemaha County,NE,1,COAL,0,9,11129,20192.5
31129,Nuckolls County,NE,1,COAL,3,9,10473,19432.801
31131,Otoe County,NE,1,COAL,2,8,10845,19420
31133,Pawnee County,NE,1,COAL,4,10,11272,20071.801
31135,Perkins County,NE,1,COAL,1,9,11069,21313
31137,Phelps County,NE,1,COAL,0,10,10663,19716
31139,Pierce County,NE,1,COAL,0,10,11296,20819
31141,Platte County,NE,1,COAL,2,9,10629,19647
31143,Polk County,NE,1,COAL,1,9,10783,19475
31145,Red Willow County,NE,1,COAL,1,12,10770,19637
31147,Richardson County,NE,1,COAL,3,9,10904,19435
31149,Rock County,NE,1,COAL,2,9,10592,19554
31151,Saline County,NE,1,COAL,1,10,11086,20534
31153,Sarpy County,NE,1,COAL,3,10,11327,19143.4
31155,Saunders County,NE,1,COAL,3,8,11304,19372.4
31157,Scotts Bluff County,NE,1,COAL,3,8,10206,18993.801
31159,Seward County,NE,1,COAL,4,11,11144,19897.199
31161,Sheridan County,NE,1,COAL,1,11,10694,19630
31163,Sherman County,NE,1,COAL,1,9,10721,19534
31165,Sioux County,NE,1,COAL,2,11,11274,20149
31167,Stanton County,NE,1,COAL,1,10,10715,20402
31169,Thayer County,NE,1,COAL,2,8,10838,19855
31171,Thomas County,NE,1,COAL,2,10,9809,18295
31173,Thurston County,NE,1,COAL,2,9,10476,18749
31175,Valley County,NE,1,COAL,2,11,11029,19760
31177,Washington County,NE,1,COAL,1,9,11027,20768
31179,Wayne County,NE,1,COAL,0,8,10598,19992
31181,Webster County,NE,1,COAL,0,11,11262,20495
31183,Wheeler County,NE,1,COAL,1,11,11412,20893
31185,York County,NE,1,COAL,1,8,11249,19089
32001,Churchill County,NV,1,NUCLEAR,1,7,11234,18571
32003,Clark County,NV,1,NUCLEAR,2,9,9423,18871
32005,Douglas County,NV,1,NUCLEAR,1,8,10096,19598
32007,Elko County,NV,1,NUCLEAR,1,7,10596,19814
32009,Esmeralda County,NV,1,NUCLEAR,2,8,10747,18950
32011,Eureka County,NV,1,NUCLEAR,2,8,9787,17984
32013,Humboldt County,NV,1,NUCLEAR,2,6,10920,19431
32015,Lander County,NV,1,NUCLEAR,1,9,10371,18828
32017,Lincoln County,NV,1,NUCLEAR,1,8,11194,19341
32019,Lyon County,NV,1,NUCLEAR,1,9,11456,19296
32021,Mineral County,NV,1,NUCLEAR,1,7,11128,19911
32023,Nye County,NV,1,NUCLEAR,2,8,12132,21483
32027,Pershing County,NV,1,NUCLEAR,2,7,10733,19585
32029,Storey County,NV,1,NUCLEAR,2,7,11060,19379
32031,Washoe County,NV,1,NUCLEAR,2,7,10333,18485
32033,White Pine County,NV,1,NUCLEAR,2,8,10878,19539
32510,Carson City,NV,1,NUCLEAR,2,11,11239,19855
33001,Belknap County,NH,0,COAL,3,8,10472,19578
33003,Carroll County,NH,0,COAL,0,9,10491,20570
33005,Cheshire County,NH,0,COAL,3,seven,11838,21613
33007,Coos County,NH,0,COAL,2,9,11222,21034
33009,Grafton County,NH,0,COAL,1,seven,10565,19013
33011,Hillsborough County,NH,0,COAL,1,6,11029,20208
33013,Merrimack County,NH,0,COAL,2,8,10933,20484
33015,Rockingham County,NH,0,COAL,3,seven,11298,19810
33017,Strafford County,NH,0,COAL,1,9,10482,19356
33019,Sullivan County,NH,0,COAL,2,seven,10581,20204
34001,Atlantic County,NJ,0,COAL,0,8,9734,18542
34003,Bergen County,NJ,0,COAL,2,7,10936,20078
34005,Burlington County,NJ,0,COAL,2,6,10416,19806
34007,Camden County,NJ,0,COAL,2,7,10918,21076
34009,Cape May County,NJ,0,COAL,2,8,11229,21063
34011,Cumberland County,NJ,0,COAL,1,7,10975,19807
34013,Essex County,NJ,0,COAL,3,6,11209,20375
34015,Gloucester County,NJ,0,COAL,1,9,10770,19740
34017,Hudson County,NJ,0,COAL,3,7,9768,19002
34019,Hunterdon County,NJ,0,COAL,2,7,10923,19096
34021,Mercer County,NJ,0,COAL,2,7,10763,20415
34023,Middlesex County,NJ,0,COAL,0,7,11421,20856
34025,Monmouth County,NJ,0,COAL,1,6,11182,19618
34027,Morris County,NJ,0,COAL,1,8,10374,19317
34029,Ocean County,NJ,0,COAL,1,7,11116,20233
34031,Passaic County,NJ,0,COAL,2,7,11252,20313
34033,Salem County,NJ,0,COAL,0,6,10948,20482
34035,Somerset County,NJ,0,COAL,3,6,11183,20846
34037,Sussex County,NJ,0,COAL,2,9,10729,20645
34039,Union County,NJ,0,COAL,1,6,11296,21169
34041,Warren County,NJ,0,COAL,2,8,10366,19891
35001,Bernalillo County,NM,0,GAS,2,7,10868,19560
35003,Catron County,NM,0,GAS,3,7,9842,19384
35005,Chaves County,NM,0,GAS,3,7,10164,20011
35006,Cibola County,NM,0,GAS,2,6,11122,20084
35007,Colfax County,NM,0,GAS,2,6,11155,20609
35009,Curry County,NM,0,GAS,3,7,11199,20062
35011,De Baca County,NM,0,GAS,2,5,10375,19210
35013,Do̱a Ana County,NM,0,GAS,2,9,10730,20739
35015,Eddy County,NM,0,GAS,0,7,11339,20725
35017,Grant County,NM,0,GAS,2,10,11855,20521
35019,Guadalupe County,NM,0,GAS,2,7,11846,21388
35021,Harding County,NM,0,GAS,2,9,10905,20137
35023,Hidalgo County,NM,0,GAS,2,7,11248,21795
35025,Lea County,NM,0,GAS,3,8,10996,19564
35027,Lincoln County,NM,0,GAS,2,7,10404,18927
35028,Los Alamos County,NM,0,GAS,1,8,10433,18567
35029,Luna County,NM,0,GAS,4,8,11116,20675
35031,McKinley County,NM,0,GAS,3,8,10739,19346
35033,Mora County,NM,0,GAS,1,8,11068,19468
35035,Otero County,NM,0,GAS,3,7,11403,20943
35037,Quay County,NM,0,GAS,2,7,11594,20355
35039,Rio Arriba County,NM,0,GAS,4,7,10307,18521
35041,Roosevelt County,NM,0,GAS,3,8,11161,20162
35043,Sandoval County,NM,0,GAS,1,7,10348,19542
35045,San Juan County,NM,0,GAS,1,5,9879,19119
35047,San Miguel County,NM,0,GAS,2,10,11441,20745
35049,Santa Fe County,NM,0,GAS,1,8,11341,20830
35051,Sierra County,NM,0,GAS,0,7,11401,20318
35053,Socorro County,NM,0,GAS,2,7,10795,19921
35055,Taos County,NM,0,GAS,1,7,11115,20616
35057,Torrance County,NM,0,GAS,2,8,10119,18884
35059,Union County,NM,0,GAS,0,7,11150,20820
35061,Valencia County,NM,0,GAS,2,8,11488,20203
36001,Albany County,NY,0,COAL,3,9,11506,19602
36003,Allegany County,NY,0,COAL,0,7,10519,19083
36005,Bronx County,NY,0,COAL,1,7,12192,21522
36007,Broome County,NY,0,COAL,2,8,10971,20631
36009,Cattaraugus County,NY,0,COAL,2,7,11571,20687
36011,Cayuga County,NY,0,COAL,0,6,10310,18820
36013,Chautauqua County,NY,0,COAL,3,7,10042,19542
36015,Chemung County,NY,0,COAL,2,8,10097,18604
36017,Chenango County,NY,0,COAL,1,7,10669,19935
36019,Clinton County,NY,0,COAL,1,8,10647,20577
36021,Columbia County,NY,0,COAL,3,9,10549,19142
36023,Cortland County,NY,0,COAL,2,8,10626,19281
36025,Delaware County,NY,0,COAL,4,8,10863,19086
36027,Dutchess County,NY,0,COAL,1,6,11020,19850
36029,Erie County,NY,0,COAL,1,7,10755,20663
36031,Essex County,NY,0,COAL,3,7,11331,20752
36033,Franklin County,NY,0,COAL,2,9,11342,20030
36035,Fulton County,NY,0,COAL,2,6,10748,20241
36037,Genesee County,NY,0,COAL,0,8,11048,20581
36039,Greene County,NY,0,COAL,0,7,10351,20516
36041,Hamilton County,NY,0,COAL,1,8,10839,20212
36043,Herkimer County,NY,0,COAL,3,10,11178,20462
36045,Jefferson County,NY,0,COAL,1,8,10757,20236
36047,Kings County,NY,0,COAL,2,9,11477,20779
36049,Lewis County,NY,0,COAL,2,5,10475,20299
36051,Livingston County,NY,0,COAL,2,9,10802,20538
36053,Madison County,NY,0,COAL,2,8,11173,21093
36055,Monroe County,NY,0,COAL,2,8,10331,20137
36057,Montgomery County,NY,0,COAL,2,8,10815,19815
36059,Nassau County,NY,0,COAL,0,7,11575,20474
36061,New York County,NY,0,COAL,2,8,11165,20499
36063,Niagara County,NY,0,COAL,3,8,10356,19642
36065,Oneida County,NY,0,COAL,1,8,10905,20377
36067,Onondaga County,NY,0,COAL,2,9,10323,19351
36069,Ontario County,NY,0,COAL,1,9,10866,20969
36071,Orange County,NY,0,COAL,2,7,10988,20224
36073,Orleans County,NY,0,COAL,2,8,11187,20019
36075,Oswego County,NY,0,COAL,1,8,10529,19534
36077,Otsego County,NY,0,COAL,3,7,11781,20440
36079,Putnam County,NY,0,COAL,3,8,10451,19353
36081,Queens County,NY,0,COAL,3,7,11161,20540
36083,Rensselaer County,NY,0,COAL,2,8,10304,19649
36085,Richmond County,NY,0,COAL,0,9,10889,19033
36087,Rockland County,NY,0,COAL,2,9,11194,20343
36089,St. Lawrence County,NY,0,COAL,2,8,12002,20819
36091,Saratoga County,NY,0,COAL,0,5,10073,18958
36093,Schenectady County,NY,0,COAL,1,8,11461,19741
36095,Schoharie County,NY,0,COAL,2,8,11304,20502
36097,Schuyler County,NY,0,COAL,2,6,10995,20191
36099,Seneca County,NY,0,COAL,1,7,11361,20289
36101,Steuben County,NY,1,COAL,3,9,11675,20445.801
36103,Suffolk County,NY,1,COAL,1,10,10961,19214
36105,Sullivan County,NY,1,COAL,1,10,10291,19163
36107,Tioga County,NY,1,COAL,1,9,11194,19765
36109,Tompkins County,NY,1,COAL,1,12,10430,18997
36111,Ulster County,NY,1,COAL,2,11,10718,18763
36113,Warren County,NY,1,COAL,1,10,11664,20891
36115,Washington County,NY,1,COAL,2,10,10855,19849
36117,Wayne County,NY,1,COAL,1,9,12224,21274
36119,Westchester County,NY,1,COAL,3,8,10707,19434.199
36121,Wyoming County,NY,1,COAL,3,9,10763,19993.6
36123,Yates County,NY,1,COAL,1,11,10311,19426
37001,Alamance County,NC,0,NUCLEAR,3,5,10553,20380
37003,Alexander County,NC,0,NUCLEAR,1,6,11983,20598
37005,Alleghany County,NC,0,NUCLEAR,3,7,11508,20007
37007,Anson County,NC,0,NUCLEAR,1,8,10779,20490
37009,Ashe County,NC,0,NUCLEAR,3,7,10397,19403
37011,Avery County,NC,0,NUCLEAR,1,7,10734,20572
37013,Beaufort County,NC,0,NUCLEAR,2,8,12254,21598
37015,Bertie County,NC,0,NUCLEAR,3,8,10657,20404
37017,Bladen County,NC,0,NUCLEAR,2,8,10651,19472
37019,Brunswick County,NC,0,NUCLEAR,4,8,10000,18349
37021,Buncombe County,NC,0,NUCLEAR,3,8,10143,19647
37023,Burke County,NC,0,NUCLEAR,2,6,10798,19680
37025,Cabarrus County,NC,0,NUCLEAR,0,7,10841,20301
37027,Caldwell County,NC,0,NUCLEAR,1,8,12182,21636
37029,Camden County,NC,0,NUCLEAR,0,5,10854,19801
37031,Carteret County,NC,0,NUCLEAR,3,9,10762,20507
37033,Caswell County,NC,0,NUCLEAR,2,8,10809,19735
37035,Catawba County,NC,0,NUCLEAR,3,6,9793,19400
37037,Chatham County,NC,0,NUCLEAR,2,8,11070,19781
37039,Cherokee County,NC,0,NUCLEAR,3,8,10707,19125
37041,Chowan County,NC,0,NUCLEAR,0,7,11045,19822
37043,Clay County,NC,0,NUCLEAR,3,9,11750,20883
37045,Cleveland County,NC,0,NUCLEAR,0,7,10797,19491
37047,Columbus County,NC,0,NUCLEAR,1,8,11220,20296
37049,Craven County,NC,0,NUCLEAR,2,8,10863,19752
37051,Cumberland County,NC,0,NUCLEAR,3,7,10247,18871
37053,Currituck County,NC,0,NUCLEAR,2,8,10866,20711
37055,Dare County,NC,0,NUCLEAR,3,6,11636,20652
